Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$141K-$238K (Glassdoor est.),"i360, a leader in data and analytics capabilities that solve political, operational, supply chain, and market forecasting challenges for some of the most sophisticated organizations in the world, is seeking a Data Scientist to join the team! i360 is a dynamic workplace sitting on the leading edge of politics, technology, and business, and is seeking team members who are as excited about freedom as they are about building the next generation of political technology.

The ideal candidate is someone who has technical experience leveraging data and technology to optimize commercial or political operations and to create new capabilities. The Data Scientist is primarily responsible for developing models and related tools that create value for our customers.

To be considered, candidates must demonstrate the following qualities:
Outstanding quantitative, analytical, and conceptual problem-solving skills
Entrepreneurial attitude and the desire to drive projects to completion autonomously and on time
Affinity for fast-paced, cross-functional team environments
A Day In The Life Typically Includes:
Quantify model accuracy over baseline for a specific subset of people
Quantify the potential value of a new data set for future models
Analyze a data science customer question and explain the answer to a non-technical team member
Devise and implement an automated approach to a repeatable process in collaboration with the Data Operations Team and the Analytics Team
Determine more data is required after training an experimental model and validating its performance
What You Will Need:

Basic Qualifications:
3+ years of experience writing R, Python, or similar scripting language for data analysis
1+ years of experience in machine learning or artificial intelligence with caret, scikit-learn, PyTorch, TensorFlow, or similar framework
1+ years of experience writing SQL for data analysis
Theoretical understanding of the algorithms behind real-world machine learning and artificial intelligence applications
Bachelor’s degree in statistics, mathematics, econometrics, operations research, software engineering, computer science, artificial intelligence, or a similar technical field
What Will Put You Ahead?

Preferred Qualifications:
MS or PhD in statistics, mathematics, econometrics, operations research, software engineering, computer science, artificial intelligence, or a similar technical field. Those with a non-technical advanced degree but extensive technical experience are also encouraged to apply.
Experience identifying and communicating actionable insights using data
Experience with automated data pipelines for data collection or standardization
Experience with NoSQL nonrelational databases
Familiarity with AWS or similar cloud-based platform, Linux, git, containers, and command line basics
Familiarity with d3.js, plotly, seaborn, ggplot, or similar library
Familiarity with individual-level commercial data, state-level government data, census data, or unstructured data
Experience working with free market groups or political campaigns
Learn more about us
Salary and benefits commensurate with experience.
Equal Opportunity Employer. Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test.

This employer uses E-Verify. Please visit the following website for additional information: www.kochcareers.com/doc/Everify.pdf
Follow us",3.7,"Koch Industries
3.7","Arlington, VA","Wichita, KS",10000+ employees,1940,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
Data Scientist,$141K-$238K (Glassdoor est.),"Job Title: Data Scientist

Department: Data Analytics

Who we are:

Unite Us is reinventing the delivery of health and human services. We connect service providers on a common platform, enabling scalable, accountable and measurable delivery of wraparound care. Our technology provides collaborative infrastructure for these communities. We care deeply about the work we do and the communities our software benefits. We're looking for people to join our team who share that passion for our mission to reinvent Health & Human Services and aspire to make a lasting difference for future generations. No matter how large our team grows, we will always be family. Unite Us prides itself on offering a competitive salary, full benefits, and the opportunity to change the world. Come to Unite Us and together we can build healthier communities for everyone.

Description:

Unite Us seeks an experienced, multi-faceted Data Scientist, to be a part of our Data Analytics team. Unite Us brings health care and social services together into a single, integrated network. We believe the network creates value beyond the sum of its parts, and our data science mission is to measure and enhance that impact. The ideal Data Scientist candidate will combine thorough understanding of both descriptive and predictive analytics and will have the skills necessary to communicate the value of that work to both internal and external stakeholders.

The Data Analytics team supports functions across Unite Us including Product, Engineering, Sales, Customer Success and Marketing. Deliverables will be both client-facing and internal and will range from client reporting, to impact analysis, to predictive modeling. The Data Scientist needs to be a strong team player, as well as influencer within the company and beyond. This position combines a unique blend of leadership and practical quantitative output. This is the opportunity of a lifetime for a person who loves numbers, has strong business acumen and communication skills, and is a born change-maker.

What You'll Do:
Identify data benchmarks and social care ROI that can be leveraged across the company - you will be supporting Sales, Marketing and Customer Success
Develop predictive analytics capabilities by identifying and leveraging both internal and external data sources and creating tools that support referral decision-making, calculate risk scores and identify client needs.
Transform data captured by our health systems partners to power the Unite Us platform by identifying key insights
Be a part of implementing quality assurance processes to ensure extracted data is high quality
Partner with Business Development, Product and Engineering to understand our partners and the health and social care data landscape
This role provides a unique opportunity to be part of the founding team focused on data expansion across the country; helping health systems, health plans and CBOs realize their SDOH data strategy
What's Required:
5+ years experience with modern programming languages (Python, R, SQL) and tools/ libraries (pandas, scikit-learn, TensorFlow, etc) used in data science.
Robust understanding of the statistical foundation of machine learning and experience with experiment design and causal inference.
Comfort with geospatial analysis techniques.
Experience scaling work from R&D to a production predictive pipeline built on a modern stack.
Experience with healthcare data and analytics is preferred.
You're a kind, passionate and collaborative problem-solver who seeks and gives candid feedback, and values the chance to make an important impact.
You love numbers, and have an orientation to find practical solutions to complex problems
You like to teach others, have strong communication skills and experience briefing leadership on outcomes and recommendations
You are flexible and excited to work in a fast-paced environment with evolving needs
You have a passion for working with data and understanding how it can be turned into products.
You have a ""get it done"" mentality, self-motivated and comfortable with ambiguity
You thrive in a cross-functional environment, and enjoy working collaboratively with a diverse team of individuals with different backgrounds and skill sets
You are a strong communicator with an ability to adapt communication style across stakeholders, both internal and external, with varying levels of seniority
Education and Experience:
5+ years of work experience in Analytics or Data Science, including experience managing teams. Growth company experience is highly preferred.
Experience working with health data, or in a healthcare related field preferred.
Degree in quantitative field such as statistics, computer science, math, data science. Masters degree preferred.
Environmental Job Requirements & Working Conditions:
This position is based in New York City
This position requires 10% travel
Unite Us is committed to building a diverse team and fostering an inclusive culture, and is proud to be an equal opportunity employer. We embrace and encourage our employees' differences in race, religion, color, national origin, gender, family status, sexual orientation, gender identity, gender expression, age, veteran status, disability, pregnancy, medical conditions, and other characteristics",4.9,"Unite Us
4.9","New York, NY","New York, NY",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
Data Scientist,$141K-$238K (Glassdoor est.),"Description

Job Description:


Are you a Data Scientist that likes to perform mission-focused data science in support of Intelligence Community customers in Washington, DC? Want to support ongoing and future programs to advance the state of the art in research and advanced machine learning, natural language processing, and data fusion applications in big data computing environments? You will be part of a team of subject matter experts and data scientists working to advance national security objectives, produce and analyze results, disseminate findings, and contribute to publications and presentations with actionable intelligence insights. Exciting right!!

Fun stuff on the job you will do:
Work closely with data engineers, program managers, researchers, OSINT practitioners, and data scientists on a small team to design and optimize the exploitation of publicly available information (PAI) to produce and analyze results, disseminate findings, and contribute to publications and presentations.
Work on a variety of small projects analyzing a big data covering national security, cyber security, business intelligence, online social media, human behavior and more.
Support multiple simultaneous projects and take open-ended or high-level guidance, independently and collaboratively make discoveries that are mission-relevant, and package and deliver the findings to a non-technical audience.
Have a mix of intellectual curiosity, quantitative acumen, and customer-focus to identify novel sources of data across a range of fields, to improve the performance of machine learning algorithms, and to encourage user adoption of high-end data analytics platforms in partnership with a highly qualified, highly motivated team.
Have a strong background in cloud computing environments, research design, exploratory analysis, quantitative methods, user interface application design, and experience with customer outreach and engagement.

To be successful in this role you need the following:
B.S. Degree in a quantitative or analytical field such as Computer Science, Mathematics, Economics, Statistics, Engineering, Physics, or Computational Social Science; or Masters degree or equivalent graduate degree including certificate-based advanced training courses with 4+ years of experience in data science, analytics or quantitative intelligence analysis, and demonstrating progressive technical development and outcomes. If you have a Masters degree we then only require 2+ years of relevant experience.
Must have an active Top Secret security clearance with the ability to obtain and maintain a Polygraph security clearance
Experience in one or more scripting or big data programming languages, such R, Java, or Python
Experience working with a hybrid team of analysts, engineers, and developers to build and deploy complex, but easy-to-use analytical models
Previous experience performing research in data analytics or big data

You will wow us even more if you have these skills:
A significant share of your data analytics experience in direct support of military, national security, or intelligence community customers, demonstrating progressive technical development and mission-focused outcomes
Significant experience dealing with open source, publicly available information (PAI) data sources and types
Track record of active learning and creative problem solving
Ability to analyze and assess software development or data acquisition requirements and determine optimum, cost-effective solutions
Previous experience developing predictive algorithms
Experience supporting cyber security or network security operations
Familiarity with social network analysis, supply chain analysis, forensic accounting, pattern of life, natural language processing, social media analysis, geospatial analysis, classification algorithms, and/or image processing
Experience blending analytical methodologies and leveraging existing COTS/GOTS/OS tools in unconventional manners

D3P
Leidos Referral Eligibile
LInC

External Referral Bonus:
Eligible
Potential for Telework:
No
Clearance Level Required:
Top Secret
Travel:
Yes, 10% of the time
Scheduled Weekly Hours:
40
Shift:
Day
Requisition Category:
Professional
Job Family:
Data Scientist

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company's 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $10.19 billion for the fiscal year ended December 28, 2018. For more information, visit www.Leidos.com.

Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.

Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.

All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.5,"Leidos
3.5","Washington, DC","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
AI/ML - Machine Learning Research Engineer - Machine Intelligence,$141K-$238K (Glassdoor est.),"Posted: Mar 26, 2020
Role Number:
200160825
As a Machine Learning Research Engineer, you'll play a key role in developing novel techniques and solutions in applications of deep learning to contribute in building and improving AI models in Apple products. As a team, we are working to define and solve the hardest problems in machine learning, computer vision, NLP, and speech recognition. Our roots are in research, which means at our core, we value learning, intellectual curiosity, and exploration. Within Apple's, the Machine Intelligence team is actively solving some of the most difficult problems in the world pertaining to AI/ML. This means our work needs to be, not only innovative and precise, but also fast, highly reliable, and seamless across a variety of platforms and devices.
Key Qualifications
Proficient in Python
Expertise in working with at least one deep learning framework, for example, PyTorch, Torch, TensorFlow, Caffe
Machine learning courses or equivalent practical machine learning experience
Strong mathematical background in statistics, probability and linear algebra
Deep understanding of the foundational machine learning concepts
Strong communication skills in reading, writing, and speaking
Description
As a Research Engineer on this team, you will use your background to:
Understand the current state-of-the-art solutions
Research on the novel solutions for AI problems in Apple.
Publish papers in top-tier venues in ML/CV/NLP/Speech.
Prototype novel solutions and deliver comprehensive evaluations
Design machine learning models for a wide range of AI applications including computer vision, NLP, speech recognition
Train ML models to achieve state-of-the-art accuracy
Design and train efficient ML model for the purpose of deployment on device
Collaborate with other engineers to enable Apple products with efficient and accurate ML solutions
Education & Experience
PhD in Computer Science or a related field

A strong track of publication record in ML/CV/NLP/Speech",4.1,"Apple
4.1","Seattle, WA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
Research Engineer - Vehicle Control,$141K-$238K (Glassdoor est.),"Position required to sit in San Diego! Relocation assistance is provided.

For immediate consideration please email your resume to: research_engineer___vehicle_control_8c69b1602@ivy.greenhouse.io

Company Overview


Come join a higher calling and find a deeper purpose!

TuSimple is a global Artificial Intelligence Technology Company. We are the epicenter of the Autonomous Vehicle Universe. Our breakthroughs are multiple generations ahead of anyone in the world. While inventing the framework of Autonomous Driving, our current fleet of autonomous Trucks are helping communities receive much-needed supplies and medical equipment around the clock. Our people are some of the most talented engineers and contributors who are leaving behind a historic legacy.

TuSimple was founded half a decade ago with the goal of bringing the top minds in the world together to achieve the dream of a driverless truck solution. With a foundation in computer vision, algorithms, mapping, and Artificial Intelligence, TuSimple is working to create the first GLOBALLY commercially viable autonomous truck driving platform!

Job Description

You will be intimately involved in the R&D, simulation, commissioning process of the vehicle control system. You need to be able to work independently and deliver reliable results in a timely fashion. You are also expected to collaborate with engineers who are working on different modules to conduct integration and tests.

Responsibilities
Design and implement the core algorithms in autonomous vehicle control
Design and test vehicle dynamic models
Integrate and test the autonomous vehicle system
Qualifications
MS or PhD in Vehicle Engineering, Electrical Engineering, Mechanical Engineering, Automation, or Robotics programs focusing on ground vehicles and/or mobile robots.
Deep understanding of control theory and vehicle dynamics
Ability to prototype and implement controllers on physical systems
Background in control system design, signal processing, dynamic system modeling, and experience in applying these disciplines to ground vehicle or mobile robotic systems
Experience in control methods including, but not limited to, Model Predictive Control, Pure Pursuit, Optimal Control, or Adaptive Control
Familiar with dynamic system model identification and methodologies in parameter estimation
Proficiency in MATLAB/Simulink, and Python or C/C++ are required
Preferred
Experience in vehicle control system development (CC, ACC, ESC, EPS)
Experience competing in autonomous driving contests
Prior industry experience or internships in vehicle control, autonomous driving, or robotics
Experience in automobile engineering including tire model, powertrain of vehicle, K&C characteristic, etc.
Perks
Visa sponsorship is available for this position
Opportunity for professional growth and career advancement
Competitive salary and benefits
30% Bonus.
Daily breakfast, lunch, and dinner
Shape the landscape of autonomous driving
100% Company paid Medical, Vision, and Dental insurance plan
Company 401(K) program
Company paid life insurance
Company paid education/training.
Company paid gym membership.
TuSimple is an Equal Opportunity Employer. This company does not discriminate in employment and personnel practices on the basis of race, sex, age, handicap, religion, national origin or any other basis prohibited by applicable law. Hiring, transferring and promotion practices are performed without regard to the above listed items.

For immediate consideration please email your resume to:

research_engineer___vehicle_control_8c69b1602@ivy.greenhouse.io",3.7,"TuSimple
3.7","Detroit, MI","San Diego, CA",201 to 500 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
"Sr. Backend Engineer, Machine Learning",$130K-$198K (Glassdoor est.),"At Globality, we're proud to embody the core values of innovation, collaboration, and trust in both our culture and product.
We're creating ground-breaking technology utilizing a world-class, AI-powered Platform that revolutionizes how businesses buy and sell services. We are an open, inclusive, and diverse organization and our employees are at the heart of the great products we create.

We've raised over $172M and are supported by an impressive group of prominent investors, including Al Gore and SoftBank Vision Fund. Our co-founders, Joel Hyatt and Lior Delgo, are seasoned entrepreneurs who bring an extensive business-building experience to our organization. Our impressive board includes Dennis Nally (former Global Chairman of PwC) and Ron Johnson (former SVP of Apple).

Role Summary:
We seek an engineer with a passion for building machine learning and data pipeline solutions to power intelligent product features at scale.

Does this sound like you?

Are you excited about separating signal from noise in web-scale datasets?

Do you enjoy building software that improves user experience by helping users reach the right conclusions?

Does your ideal work environment involve collaborating within multi-functional teams in a dynamic startup environment?

Are you motivated by directly impacting the core technologies that power a meaningful business platform?

If so, you should join our team.

What you will be doing:
Be a lead contributor to the design and implementation of our core infrastructure and data pipeline, powering our Machine Learning and NLP products. In collaboration with our data scientists and senior engineers, you'll be improving indexing logic, tuning relevancy, and optimizing performance, towards the overall goal of delivering a delightful user experience to our end-users and internal users, across a range of ML-powered products
Wrangle messy data. Real-world data, especially as found on the web, comes in all shapes and sizes, and can often be noisy. Working alongside our NLP engineers, drive solutions for cleaning noisy text, normalizing it and ensuring high-quality data through-out our ML pipeline.
What we are looking for:
You have at least 5 years of software development experience in crafting high performance, reliable and scalable production systems
You have strong engineering experience in Python, in particular in the context of ML applications, using frameworks such as pandas, nltk, Pattern, spaCy.
You have experience working with noisy textual data, and are familiar with the various text normalization methodologies that are employed to index such data effectively
Deep understanding of core computer science fundamentals and distributed systems
Bonus: You have ample experience with Information Retrieval and Web Search systems, such as Elasticsearch, ideally cloud-based deployments such as via AWS or Elastic Cloud.
We are an equal opportunity employer and a participant in the E-Verify program. We believe diversity makes teams better and that discrimination based on race, gender, or anything else is self-defeating.",4.4,"Globality, Inc.
4.4","Menlo Park, CA","Menlo Park, CA",201 to 500 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Staff Machine Learning Engineer - Health ML,$130K-$198K (Glassdoor est.),"By applying for this role, you could choose to work in the following locations:
US - Remote US
New York City

Are you an engineer who’s interested in tackling very challenging adversarial problems and passionate about defending online users against abuse, spam, and manipulation? Do you love working on challenging problems that require a multi-disciplinary approach, creative solutions, and rapid product iterations? Will you be proud to work on a real-time, scalable system that serves millions of users daily? If so, you should join us.

Who We Are

The Health ML engineering team is responsible for building scalable detection systems that keep spam, manipulation, and abuse at bay. We use ML and relevance techniques to make Twitter safer and to limit the spread of misinformation on the platform. Our team works across the product to detect abusive and spammy users and content, increase action on bad actors, drive changes in user behavior, and detect and remediate accounts that are violating the terms of service on Twitter.

We develop, maintain, and contribute to several machine learning models and systems, including:
Models that detect unwanted interactions
Models to prioritize human review of accounts violating Twitter's policies to more quickly take action and limit their damage
Detection of bots that misuse the platform or spread misinformation
Detection of repeat abusive offenders who create new accounts after being suspended
Real-time rule engines and clustering systems to identify and action on clusters of bad actors at scale
What You’ll Do

Although you will work on cutting-edge problems, this position is not a pure research position. You will participate in the engineering life-cycle at Twitter, including designing distributed systems, writing production code and data pipelines, conducting code reviews and working alongside our infrastructure and reliability teams. You’ll apply data science, machine learning, and/or graph analysis techniques to a variety of modeling and relevance problems involving users, their social graph, their tweets, and their behavior.

Who You Are

You’re a relevance engineer, applied data scientist, or machine-learning engineer who wants to work on exciting algorithmic and deep infrastructure issues to improve the health of the public conversation on Twitter. You’re experienced at solving large scale relevance problems and comfortable doing incremental quality work while building brand new systems to enable future improvements.
You are experienced in one or more of the following: machine learning (including deep learning), information retrieval, recommendation systems, social network analysis.
You are a strong technical advocate with a background in Java, C++, or Scala, and Python.
Experience with a number of ML techniques and frameworks, e.g. data discretization, normalization, sampling, linear regression, decision trees, deep neural networks, etc
3+ years experience with one or more DL software frameworks such as Tensorflow, PyTorch, Theano
You strive to find the right balance between moving fast to deliver quality improvements to users and accumulating technical debt that drags down productivity.
You have a collaborative working style with a strong focus on disciplined execution and results.
You like to ground decisions in data and reasoning and solve root causes of problems rather than surface issues.
You are adept at communicating relevant information clearly and concisely.
You look ahead to identify opportunities and thrive in a culture of innovation.
Requirements:
M.S. or PhD in Computer Science or Machine Learning related degree; or equivalent work experience in the field
7+ years experience leading and delivering effective ML solutions for large scale production use cases.
Here’s all the legal good stuff:

We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.

San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",4.0,"Twitter
4.0",Remote,"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest"
Optical Production Engineer,$130K-$198K (Glassdoor est.),"Introduction
ASML brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our main headquarters are located in Veldhoven, the Netherlands, and we also have 18 office locations around the United States- including main offices in Wilton, CT, Chandler, AZ, San Jose, CA and San Diego, CA.
Job Mission
Experience in the manufacturing processes for optical glass, crystals and ceramics.Areas of manufacturing include: lapping, polishing (pitch and machine), machining, optical contacting, optical bonding, MRF and computer controlled surface corrections, interferometry and optical measurements.
Job Description
-Creating work instructions to be used by shop technicians to fabricate optics.Create router in parallel to identify the labor hours and cycle time requirement to complete the part from blank state to stock item.
-Develop/support processes, including creating procedures for conventional and CNC glass machines such as DPT, OptoTech and Schneider, and MRF.Provide set up and training to shop technician if required.
-Interrelate with team members from various departments.
-Preparation of portions of program plans, including scheduling of specific technical tasks and determination of manpower, material and contracting requirements.
-Tooling and Equipment design and development, test of materials, preparation of specifications, process study, research investigations, and report preparation.
-Collect and analyze information in order to report timely required information to different users and management. Provide regular status reporting to applicable manufacturing departments in order to enable them to take required actions.
-Ensure adequate Product Information/Technical Product Documentation (TPD) to qualify, integrate, produce and test the product. Define the specifications to pack, transport, install, use, maintain and scrap the product and contribute to the documentation.
-Teach/mentor less experienced colleagues on product- and production techniques/skills.
-Ensure optical designs meet the specifications within the constraints, given in the project plan. Realize the qualification of the design by ensuring the proto production and execution of tests. Ensure manufacture- and service- ability, including required means/tools.
-Produce and deliver according procedures and instructions complex products/services for current, old and new products. Administrate actions and product- process- information in production protocol and databases, highlight deviations/abnormalities.
-Indicate and report recurring problems during manufacturing of products or in processes. Works conform Technical Product Documentation (TPD), checks the completeness/quality. Initiate enhancements.
-Support production through timely documentation, process analysis & improvement, defect analysis, and other technical support.
Education
BS degree – Optical/Mechanical Engineering or Science/Mathematics, or equivalent experience.
Experience
Minimum 2 years related experience..
Context of the position
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
-While performing the duties of this job, the employee routinely is required to sit; walk; talk; hear; use hands to keyboard, finger, handle, and feel; stoop, kneel, crouch, twist, reach, and stretch.
-The employee is occasionally required to move around the campus.
-The employee may occasionally lift and/or move up to 20 pounds.
-May require travel dependent on company needs.
-Specific vision abilities required by this job include close vision, color vision, peripheral vision, depth perception, and ability to adjust focus.
-Can work under deadlines.
-The environment generally is moderate in temperature and noise level.
-Must be able to read and interpret data, information, and documents.
-Can observe and respond to people and situations and interact with others encountered in the course of work.
-Can learn and apply new information or skills.
This position requires access to controlled technology, as defined in the Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with applicants who are immediately eligible to access controlled technology.
Other information
This position requires access to controlled technology, as defined in the Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with applicants who are immediately eligible to access controlled technology.
EOE AA M/F/Veteran/Disability",3.6,"ASML
3.6","Wilton, CT","Veldhoven, Netherlands",10000+ employees,1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),"Applied Materials, KLA, Lam Research"
Data Scientist,$130K-$198K (Glassdoor est.),"LOCATION: Remote (home based) with some travel to New York, Washington DC, Boston.

About Us VIDEO

Founded in 2013, Pivotal Software, Inc. combines our leading cloud-native platform, tools, and methodology to empower the world's largest organizations to adapt to change and build great software. Our technology unleashes developer productivity, while fulfilling our mission to transform how the world builds software.

You

As a data scientist on Pivotal's Data Science team, you'll be working on a wide variety of data problems for a diverse range of clients. You will often be asked to learn new technologies and domains on the fly. You should be comfortable working under deadlines and making tough decisions. Consequently, you will frequently have to balance achieving an immediate goal with scalability and productionalizability.

The role offers room for personal and professional growth, and you won't be working in isolation. Data Science at Pivotal is an encouraging and supportive team, where ideas and challenges are addressed collaboratively. We're looking for the kind of person who will try and solve a problem on their own first, but isn't afraid to ask for help or say ""I don't know.""

Us

The Data Science team at Pivotal is primarily a consulting practice; we are tool agnostic, working with our customers to solve real world problems. Our customers, like us, are cross-disciplinary. We service engagements with use cases running from customer churn to optimization to detecting fraud and misconduct. We are not just doers, we are also educators and enablers.

Your Day

While there is no such thing as a ""typical day"", these are activities we frequently find ourselves doing:
Working with clients to uncover and frame new opportunities for data science. Clients often come to us without a clear understanding of what we can do, so this is our chance to open their eyes to new possibilities for their businesses.
Exploring client datasets, looking for actionable insights we can present.
Engineering features, training models, tuning hyperparameters and evaluating the results. We emphasize rigor, because data science done right at this stage leads to models that shine in production.
Taking the models we build into production. This is an exciting stage for anyone who likes collaborating with engineering teams and seeing their model become real when users interact with it.
Helping our clients develop their internal data science practices, from hiring and recruiting to data capturing, so that they can be successful when we hand off the project.
Required Skills / Experiences
Clear and empathetic communicator. You'll be the one sharing your insights with clients and stakeholders at check-ins, documenting your work, and even explaining your model to client data teams as part of a handoff. As such, communication and empathy are essential parts of your toolkit.
Advanced knowledge of statistical modeling and/or machine learning methods. These are the tools we need to go from analysis to prediction.
Strong programming skills. Left to our own devices most of us work in Python, but learning the client's tech stack is an important part of the job.
Strong exploratory data analysis skills. Every engagement starts with an investigation of the data, and thorough EDA saves us a lot of headaches in the long run.
Some travel is expected, depending on location and skillset. We mostly work out of the Pivotal office closest to the client, but sometimes we have to be on site for an extended period of time.
At least a bachelor's degree in an analytical or technical field. This could be applied mathematics, statistics, computer science, operations research, economics, etc. Higher education welcome and encouraged.

This role will support US government clients that require US citizenship. Given this, US citizenship is required for you to apply.
Desired Skills / Experiences
2+ years of work in a data-centric field (data science or data engineering).
Experience with relational databases.
Exposure and experience working in a Linux environment.
You have a specialization in an area like NLP, optimization, or image processing.
Hands-on experience working in a distributed computing environment or proven theoretical understanding of parallelism.
Pivotal is an Equal Employment Opportunity employer that will consider all qualified applicants, regardless of race, color, religion, gender, sexual orientation, marital status, gender identity or expression, national origin, genetics, age, disability status, protected veteran status, or any other characteristic protected by applicable law.",4.5,"Pivotal Software
4.5","Washington, DC","San Francisco, CA",1001 to 5000 employees,2013,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"IBM, Cloudera, Amazon"
Data Scientist,$130K-$198K (Glassdoor est.),"Job Description

About the Role: This is a rare opportunity to join a small but fast-growing team, where you will play a major role in shaping Biz2Credit?s future. We?re looking for an exceptional candidate that is excited about the opportunity to build a next-generation financial services business. We believe that there is a tremendous opportunity to leverage cutting-edge data science to inform smarter, faster decision making.

As a Biz2Credit Data Scientist, you will shape the company?s data-centric culture, work closely with our engineering team to develop our analytics infrastructure, and collaborate closely with our Chief Data Officer on developing, validating, and automating our customer conversion and underwriting models. While a background in financial services is not required, you must be passionate about tackling complex data challenges for the benefit of small and medium businesses everywhere.

YOU WILL:
Drive the ongoing advancement and refinement of Biz2Credit?s credit decisioning & pricing model - optimizing risk and return while dramatically reducing decision cycle times.
Continuously evaluate alternative data sources and structures to document and improve the efficacy of our customer conversion models and processes.
Harness the power of Biz2Credit?s technology to proactively identify emerging risks as well as opportunities with our customers.
Play a leadership role in the design and implementation of ongoing operational and risk reporting and analytics.
Work on data projects and proposals involving Biz2Credit?s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others) to analyze, classify and visualize credit-related data.
WE'RE LOOKING FOR SOMEONE WITH:
Degree in Statistics, Applied Mathematics, Engineering, Computer Science or other quantitative fields from leading university; Advanced degree preferred.
2- 4 years experience performing quantitative analysis within self-directed roles.
Practical hands-on experience in the development and implementation of new predictive models and comfortable in learning new statistical tools and techniques.
Ability to visualize and communicate sophisticated data and models to all audiences.
Specific demonstrated experience, knowledge, accuracy and speed of execution in Powerpoint, Excel, Excel VBA and R (knowledge of other programming knowledge and/or Stata is a plus) Highly motivated, versatile, capable of working independently with demonstrated initiative.",4.0,"Biz2Credit Inc
4.0","New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck"
