Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,$32K-$59K (Glassdoor est.),"DESCRIPTION
HappiLabs is a small business with locations in San Francisco and Chicago that provides a service to scientists called the Virtual Lab Manager. We support scientists in various ways, virtually, and act as an outsourced purchasing department for biotech companies and scientific research labs.

Our mission: to improve the happiness of scientists and the quality of their research.

HappiLabs is looking for a Data Analyst to manage and maintain our day-to-day data collection, as well as identify trends in order to help increase company revenue and efficiency. Strong analytical skills and attention to detail are critical for this position, as well as the ability to communicate and present data clearly and accurately. The ideal candidate for this position is detail-oriented and able to consistently meet deadlines.


MAIN RESPONSIBILITIES
Maintaining existing software systems related to business intelligence, reporting and data analysis
Identify improvements to existing business intelligence, reporting and data analysis
Communicate findings to company through standard and ad hoc reports
Use data to identify business patterns and trends
Day-to-day quality control of data collection and management
Automate other business processes by searching for existing apps or building simple, custom solutions


QUALIFICATIONS
Bachelor’s Degree in Data Science or related field
Strong attention to detail
Adaptability and creative problem solving
Strong analytical skills
Experience manipulating data and presenting via Domo and G Suite
Ability to prioritize and multitask
Mac/Apple user
SQL knowledge is a plus, but not required


BENEFITS
Salary $40k-45k, depending on experience
Medical and dental insurance for you and your family
In-office snacks & drinks",-1,HappiLabs,"Chicago, IL","Chicago, IL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Analyst,$32K-$59K (Glassdoor est.),"Responsibilities
Independently own internal team data using SQL, Python and provide ongoing reporting
Build, maintain and provide data for the Broadcaster Management team and other internal teams
Ensure the KPI & metrics are aligned across the different business functions in the operations team
Create and manage data pipelines in Excel, SQL or Python to aggregate data for the Broadcasting Management team
Advise and support decisions and launches of in-app initiatives
Understand ecosystems, behaviors, and long-term trends of live-stream content
Minimum Qualifications
BA or BS degree in a quantitative field: data science, finance, information systems, mathematics, statistics or similar
2+ years of quantitative data experience
Experience using SQL to pull data directly from internal databases
Proficient in converting data sets into actionable business insights
Experience using Tableau, Data Studio, or other scalable BI Tools
Experience with navigating ambiguity through data-driven decision making and adaptable to fast paced environment
Great communication and team-work skills
Passionate about the live-streaming industry
Job Type: Full-time
Benefits:
401(k)
401(k) Matching
Dental Insurance
Flexible Spending Account
Health Insurance
Paid Time Off
Parental Leave
Referral Program
Vision Insurance
Schedule:
Monday to Friday
Work authorization:
United States (Required)
Additional Compensation:
Bonuses
Work Location:
One location
Work Remotely:
Temporarily due to COVID-19",4.0,"Bigo Live
4.0","Los Angeles, CA","Singapore, Singapore",1001 to 5000 employees,2014,Company - Private,Internet,Information Technology,$10+ billion (USD),-1
Data Analyst,$32K-$59K (Glassdoor est.),"ICF is seeking an experienced Data Analyst to analyze and define data requirements and specifications to ensure information systems reliability and accessibility to prevent and defend against unauthorized access to systems, networks, and data in support of a large scale DoD Navy contract in Mechanicsburg, PA.



Duties & Responsibilities:
Designing, normalizing, developing, installing, and implementing databases
Maintaining, monitoring, performance tuning, backup, and recovery of databases
Installing, configuring, and maintaining database management systems software
Analyzing and planning for anticipated changes in data capacity requirements
Developing and administering data standards, policies, and procedures
Developing and implementing data mining and data warehousing programs
Evaluating and providing recommendations on new database technologies and architectures
Ensuring the rigorous application of information security/ information assurance policies, principles, and practices in the delivery of data management services
Basic Qualifications:
5+ years relevant IT experience supporting a DOD program
Bachelor's degree or equivalent experience
Security clearance required - DOD preferred
Advanced knowledge of network and systems technologies and security protocols
certifications
Strong initiative and a personal interest in Information Technology Security
People skills and the ability to communicate effectively with various clients with the ability to explain and elaborate on technical details
Professional Skills:
Excellent written and verbal communication skills
Excellent analytical and problem solving skills
Working at ICF

Working at ICF means applying a passion for meaningful work with intellectual rigor to help solve the leading issues of our day. Smart, compassionate, innovative, committed, ICF employees tackle unprecedented challenges to benefit people, businesses, and governments around the globe. We believe in collaboration, mutual respect, open communication, and opportunity for growth. If you’re seeking to make a difference in the world, visit www.icf.com/careers to find your next career. ICF—together for tomorrow.

ICF is an equal opportunity employer that values diversity at all levels. (EOE – Minorities/Females/ Protected Veterans Status/Disability Status/Sexual Orientation/Gender Identity). For more information, please read our EEO & AA policy.

Reasonable Accommodations are available for disabled veterans and applicants with disabilities in all phases of the application and employment process. To request an accommodation please email icfcareercenter@icf.com and we will be happy to assist. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations. Read more about non-discrimination: EEO is the law and Pay Transparency Statement.

Pennsylvania Client Office (PA88)",3.5,"ICF
3.5","Fairfax, VA","Fairfax, VA",5001 to 10000 employees,1999,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),"Booz Allen Hamilton, Abt Associates, Oliver Wyman"
Data Analyst,$32K-$59K (Glassdoor est.),"Summary

Performs data analysis, report writing and dashboard creation for various university areas and identifies data trends and opportunities for improvement

Essential Job Functions
Creates and maintains data reports universitywide based on various user requirements
Translates customer requirements for reporting and other data-related requests to design reports and data architecture
Reviews existing dashboards and reports and recommends improvements to presentation and query performance
Troubleshoots reporting issues and promptly implements and documents corrective actions
Develops and performs unit and system tests to verify reports and data systems have been accurately implemented and will meet user requirements
Trains end user groups on new and existing reporting solutions
Documents reporting systems and policies per department guidelines
Provides appropriate communications and status reports to management, team members and university areas
Performs other duties as assigned


Required Qualifications
Minimum of a bachelor’s degree
Moderate amount of experience working in reporting, data analytics or in other related work
Moderate amount of experience with Microsoft Access, Microsoft SQL Server and Oracle PL/SQL


Preferred Qualifications
Bachelor’s degree in information technology, computer science or a related field of study
Experience building reports in Tableau, Crystal Reports or Cognos
Johnson & Wales University is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity or expression, genetic information, national origin, disability status, protected veteran status or any other basis prohibited by law.",4.0,"Johnson & Wales University
4.0","Providence, RI","Providence, RI",1001 to 5000 employees,1914,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1
Senior Data Analyst,$59K-$105K (Glassdoor est.),"The Role

This individual is responsible for data mining, data cleansing, data analysis, and visualization for advanced reporting needs. Having experience with SQL and data visualization tools, this individual will assist in creating processes for automating client requests as well as internal projects, while also being a resource for guiding junior team members.

You Will Be
Making large and/or complex data more accessible, understandable and usable
Transforming, improving and integrating data, depending on the business requirements
Combining the data result sets across multiple sources
Delivering the data in a useful and appealing way to users giving the user the ability to interact with the data
Create and present presentations that communicate a succinct and compelling business story, driving decisions through research results
Automate data gathering, blending, and transformation of data
Work across various departments to understand client needs
You Must Have
Excellent analytical and problem-solving skills
Ability to work with large amounts of information and see the bigger picture
Comfortable with juggling facts, figures, and number crunching
Communication skills, both written and oral
Critical thinking: able to look at numbers, trends, and data and come to new conclusions based on the findings
Attention to detail
Excellent math skills
Experience with Data Visualization tools such as Domo, Tableau, Data Studio
Experience with SQL programming
Experience with Analytics software such as Google Analytics and Adobe Analytics
Experience with Media Advertising Platforms such as Google Ads, Bing Ads, Yahoo Gemini
Experience with Campaign Management tools such as Doubleclick, SearchForce, Marin
Powered by JazzHR",4.0,"Wpromote
4.0","Melville, NY","El Segundo, CA",201 to 500 employees,2001,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD),-1
Data Analyst I - Junior,$59K-$105K (Glassdoor est.),"Position: Data Analyst I

Location: Orlando, FL or Cleveland, OH

Remote: Yes from the above 2 cities only

Primary Purpose:

Responsible for contributing to the development of analytics and business insights spanning direct-to-consumer operations, including Sales, Marketing, Product, and Pricing.

Essential Duties and Responsibilities:

Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time.
Work closely the Analytics team to identify, develop, and implement analytics solutions to satisfy key business information needs
Able to translate data into actionable insights
Support business decisions through ad hoc analysis
Use statistical techniques to cut through the noise and identify the root causes of effects observed in data
Exhibit extraordinary passion to solve problems
Work with business intelligence and data warehouse teams to ensure data quality
Minimum Skills and Competencies:

The requirements listed below are representative of the knowledge, skill and/or ability required Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions
Bachelor Degree or in-lieu of degree equivalent education, training and work-related experience
2+ years of applied or educational experience in analytics
Solid mathematical or statistics background
Proficient in Microsoft Office (Word, Excel, Outlook, PowerPoint), particularly with data manipulation and pivot tables
Proficient in SQL, preferably SSMS (SQL Server Management Studios)
Experience in SAS, SSRS (SQL Server Reporting Services)
Experience with scripting languages like Python and R
Strong analytical skills with the ability to translate complex data into actionable and profitable opportunities
Must possess effective verbal and written communication skills
Good interpersonal skills with the ability to establish working relationships with individuals at varying levels within the organization
High degree of initiative, mature judgment, and discretion
Ability to adapt to new situations and learn quickly
Desired Skills:
Bachelor Degree in Statistics, Mathematics, Computer Science, or related field
#LI-PJ1

National General Holdings Corp. is an Equal Opportunity (EO) employer Veterans/Disabled and other protected categories. All qualified applicants will receive consideration for employment regardless of any characteristic protected by law. Candidates must possess authorization to work in the United States, as it is not our practice to sponsor individuals for work visas.

In the event you need assistance or accommodation in completing your online application, please contact NGIC main office by phone at (336) 435-2000.",3.0,"National General Insurance
3.0","Orlando, FL","New York, NY",5001 to 10000 employees,1939,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Progressive Insurance, Kemper, National Interstate"
Data Analyst,$59K-$105K (Glassdoor est.),"Responsibilities
Independently own internal team data using SQL, Python and provide ongoing reporting
Build, maintain and provide data for the Broadcaster Management team and other internal teams
Ensure the KPI & metrics are aligned across the different business functions in the operations team
Create and manage data pipelines in Excel, SQL or Python to aggregate data for the Broadcasting Management team
Advise and support decisions and launches of in-app initiatives
Understand ecosystems, behaviors, and long-term trends of live-stream content
Minimum Qualifications
BA or BS degree in a quantitative field: data science, finance, information systems, mathematics, statistics or similar
2+ years of quantitative data experience
Experience using SQL to pull data directly from internal databases
Proficient in converting data sets into actionable business insights
Experience using Tableau, Data Studio, or other scalable BI Tools
Experience with navigating ambiguity through data-driven decision making and adaptable to fast paced environment
Great communication and team-work skills
Passionate about the live-streaming industry
Job Type: Full-time
Benefits:
401(k)
401(k) Matching
Dental Insurance
Flexible Spending Account
Health Insurance
Paid Time Off
Parental Leave
Referral Program
Vision Insurance
Schedule:
Monday to Friday
Work authorization:
United States (Required)
Additional Compensation:
Bonuses
Work Location:
One location
Work Remotely:
Temporarily due to COVID-19",4.0,"Bigo Live
4.0","Los Angeles, CA","Singapore, Singapore",1001 to 5000 employees,2014,Company - Private,Internet,Information Technology,$10+ billion (USD),-1
Data Analyst,$59K-$105K (Glassdoor est.),"Summary

Performs data analysis, report writing and dashboard creation for various university areas and identifies data trends and opportunities for improvement

Essential Job Functions
Creates and maintains data reports universitywide based on various user requirements
Translates customer requirements for reporting and other data-related requests to design reports and data architecture
Reviews existing dashboards and reports and recommends improvements to presentation and query performance
Troubleshoots reporting issues and promptly implements and documents corrective actions
Develops and performs unit and system tests to verify reports and data systems have been accurately implemented and will meet user requirements
Trains end user groups on new and existing reporting solutions
Documents reporting systems and policies per department guidelines
Provides appropriate communications and status reports to management, team members and university areas
Performs other duties as assigned


Required Qualifications
Minimum of a bachelor’s degree
Moderate amount of experience working in reporting, data analytics or in other related work
Moderate amount of experience with Microsoft Access, Microsoft SQL Server and Oracle PL/SQL


Preferred Qualifications
Bachelor’s degree in information technology, computer science or a related field of study
Experience building reports in Tableau, Crystal Reports or Cognos
Johnson & Wales University is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity or expression, genetic information, national origin, disability status, protected veteran status or any other basis prohibited by law.",4.0,"Johnson & Wales University
4.0","Providence, RI","Providence, RI",1001 to 5000 employees,1914,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1
Data Analyst,$59K-$105K (Glassdoor est.),"Data Analyst

As a Data Analyst here at Our client, you will work with one of the richest data sets in the world, cutting edge technology, and the ability to see insights turned into real world impact.
What you-ll do:
Build reports and performing analyses to draw insights and work with the appropriate parts of the organization to implement changes based on those insights
Perform -what if- and ad-hoc analyses and question existing assumptions and processes
Develop and track key metrics that represent the key performance indicators for Our client products and the ecommerce marketplace
Support development of self-service analytics through interactive dashboards and other data tools
Design and analyze A/B, Before/After tests to quantify the impact of customer-facing changes
Perform Quality Assurances checks or studies
What we-d like you to have:
Payments industry knowledge
AWS services and tools
Experience in working with the Apache web server environment: Hadoop, Hive, Python, Spark, Pig, MySQL, etc
Advanced data programming
Physical Requirements
This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers, and reach with hands and arms. Our client/ is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Our client will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.

Required Skills


What we need you to have:
Bachelor's degree with an emphasis in Finance, Mathematics, Economics, Statistics or a related discipline
o In lieu of degree, a high school diploma/equivalent with four or more years related experience and/or training or equivalent combination of education and experience will be considered
2+ years- experience in a business analytics role
Intermediate to advanced computer skills including MS Office with advanced skills in Excel (knowledge of spreadsheet functionality: v-look-up, pivot tables, charts, graphing and macros)
Experienced in manipulating, visualizing, and providing analysis of data
Strong statistical background, and basic knowledge in machine learning and data science
Expertise in SQL with ability to conduct advanced query analysis
Experience in handling large scale, unstructured data and working with distributed computing
Knowledgeable of ETL Practices and Concepts
Knowledgeable of Transactional and Multi-Dimensional Databases, Data Warehousing, Star and Snowflake Schemas, OLAP Cubes

Apply Now",5.0,"Elite Technical
5.0","Mentor, OH","Ronkonkoma, NY",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
Data Analyst,$59K-$105K (Glassdoor est.),"Certilytics an nnovative company with a dynamic infusion of actuarial, data and behavioral scientists, IT engineers, software developers, nurse clinicians, as well as experts in public health and health insurance industry. We are seeking a Data Analyst that wants to be part of an enthusiastic dynamic team working in an entrepreneurial environment where your experience and creativity is recognized. The ideal candidate will thrive in a performance based company that allows flexibility and work life balance.

Certilytics is creating new ground-breaking analytic products within healthcare space. We are looking for the right person to join our team as a Data Analyst to work in close cooperation with peers and leadership to help build innovative, performant, secure and maintainable software systems.

A Data Analyst will work on the development of analytics used in the support of product design, product maintenance and enhancements, and delivery of analytic results to internal and external customers

ESSENTIAL FUNCTION
Participates in Product Design meetings and assists with data requirements and business requirements
Manipulates and analyze complex, high-volume, high-dimensionality data from varying sources using a variety of tools and data analysis techniques
Assist with the development of reports and projects, including documenting methodology, designing reporting, and making recommendations based upon data analysis
Identifies complex healthcare data problems or issues, researches solutions, and implements steps to achieve higher level of efficiency for Certilytics analytics and product offerings
Provides analytical support to the Data Science, Clinical, Data Logistics, and Operational Teams
Conducts research and perform root cause analysis as part of responsibility for analytics projects
All other duties as assigned.
Required Skills

REQUIREMENTS
BS/BA in health care administration, mathematics, statistics, business, computer science or similar degree preferred or equivalent work experience.
2- 5 years-experience working as a programmer/data analyst, preferably in a healthcare setting
Experience with healthcare data is a plus; a minimum of 3-year experience working with healthcare data is strongly preferred
Experience with building reports, analyzing results, and communicating findings
Extract data using SQL, modifying extracts and integrating data when necessary
Must be able to write complex SQL code and generate queries/reports without guidance, integrating data when necessary between disparate data sources
Experience with data analysis and reporting, and working knowledge of data visualization software (Tableau, etc…) is required
Understanding of key managed care concepts and terms including risk adjustment, pmpm, CPT, ICD9/10 coding, HCPCS, DRG, etc…
#TTR

Required Experience

Job Location
na,",5.0,"Certilytics
5.0","Na Ah Tee, AZ","Louisville, KY",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Operations Data Analyst,$59K-$105K (Glassdoor est.),"About Turn/River

Turn/River Capital is a leading technology-focused private equity firm headquartered in San Francisco with $700M under management. We specialize in growth capital investments, founder liquidity, buyouts, spin-outs, and recapitalizations of small-scale web technology.

Our mission is to grow established B2B SaaS companies that have been largely bootstrapped, lean, and profitable to date. We combine capital with data-driven marketing, sales optimization, and operational execution to help companies double or triple their growth and build significant value.

At Turn/River, we are analytically minded, curious by nature, and voracious learners. We welcome people of different backgrounds, experiences, abilities, and perspectives. We are an equal opportunity employer with an inclusive working environment.

About the Role

We are looking for a passionate data driven person to join our internal operational team. You will be responsible for supporting the marketing, sales, and customer success leaders internal to Turn/River, as well as working on projects for our portfolio companies that will have an immediate impact on growth.

As a part of the data team, you will be responsible for all aspects of the data lifecycle: putting systems in place to collect the data, clean the data, find insights within the data, and ultimately present those insights to business leaders to make decisions. The long term vision is to work with the rest of the data team to build a playbook that defines the systems, tools, integrations, and analytics that can be applied to any new and existing portfolio companies. This playbook will then be used by the investment team to underwrite future investments.

Responsibilities
Interpreting data, analyzing results using statistical techniques
Building dashboards for the marketing, sales, and customer success teams to track the core metrics of our portfolio companies
Implementing data collection systems
Perform deep analyses and build models to extract key insights and patterns that impact business decisions
Collect, combine, and clean data from multiple sources
Implement Salesforce, Outreach, and other business tools for our portfolio companies that will allow us to track the necessary metrics
Conduct Salesforce administrator duties for the portfolio companies when needed — create process builders, build dashboards, add fields/objects, etc.
Experience/Skills
2 years of experience in a operations analyst, sales/marketing operations, or other analytical role
Some experience implementing and working within tool sets such as Salesforce, Outreach, HubSpot, or other go-to-market software systems
Some experience as a Salesforce Admin (e.g. adding custom fields, creating layouts, and building automation features with workflow rules, process builders, and flows)
B.A/B.S in a quantitative field such as mathematics, statistics, engineering or business analytics
Strong excel skills, including array formulas
Comfortable in SQL and some experience with a programming language, Python or Javascript is a plus
Experience building dashboards in BI tools such as Tableau or Looker
Very data-driven, intellectually curious, and numerically inclined
Strong project management, organizational, process management, and communication skills
Benefits
An opportunity to make a dramatic impact across multiple high growth tech firms
Competitive salary, equity, and health benefits
401K
Commuter benefits
Equipment of your choice
Energetic work environment with perks - snacks, monthly team lunches, etc
A company who enjoys having fun; holiday and summer parties, annual global company offsite, and lots of other great stuff",5.0,"Turn/River Capital
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,-1
Data Analyst,$59K-$105K (Glassdoor est.),"Cognizant is looking for
Supply Chain Analyst. As a trusted advisor, responsible for providing an
approach for the overall project. As a domain specialist, you will drive
technology discussions and analyze the existing gaps in addressing business
needs. You are a thought leader-comfortable challenging the status quo to
enhance our current services and technologies.

About AI &
Analytics: Artificial intelligence (AI) and the data it collects and analyzes
will soon sit at the core of all intelligent, human-centric businesses. By
decoding customer needs, preferences, and behaviors, our clients can understand
exactly what services, products, and experiences their consumers need. Within
AI & Analytics, we work to design the future—a future in which trial-and-error
business decisions have been replaced by informed choices and data-supported
strategies.

By applying AI and data
science, we help leading companies to prototype, refine, validate, and scale
their AI and analytics products and delivery models. Cognizant’s AIA practice
takes insights that are buried in data, and provides businesses a clear way to
transform how they source, interpret and consume their information. Our clients
need flexible data structures and a streamlined data architecture that quickly
turns data resources into informative, meaningful intelligence.
Managing master data,
including creation, updates, and deletion.
Experience in SQL & Python.
Provide quality assurance of
imported data.
Commissioning and decommissioning
of data sets.
Processing confidential data
and information according to guidelines.
Helping develop reports and
analysis.
Managing and designing the
reporting environment, including data sources, security, and metadata.
Generating reports from single
or multiple systems.
Troubleshooting the reporting
database environment and reports.
Evaluating changes and updates
to source production systems.
Training end users on new
reports and dashboards.
Providing technical expertise
on data storage structures, data mining, and data cleansing.
Employee Status : Full Time Employee

Shift : Day Job

Travel : No

Job Posting : Jul 23 2020

About Cognizant

Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 193 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @USJobsCognizant.

Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service.

Cognizant is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender, identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.

If you have a disability that requires a reasonable accommodation to search for a job opening or submit an application, please email CareersNA2@cognizant.com with your request and contact information.",3.7,"Cognizant Technology Solutions
3.7","Sunnyvale, CA","Teaneck, NJ",10000+ employees,1994,Company - Public,-1,-1,$10+ billion (USD),"Tata Consultancy Services, Accenture, Capgemini"
Data Analyst,$59K-$105K (Glassdoor est.),"This position supports analysis of complex, multi-organizational clinical and financial data to assess quality, cost, and access outcomes and various supporting healthcare practice patterns. This positions supports holistic analysis across health system and independent provider services. Technical experience with SQL, coding and in one or more languages, database architecture principles, and business intelligence tools are required. A Master's degree in Health Information Technology, Computer Science, Statistics, Business or a related discipline is preferred; a Bachelor's Degree is required combined with 3-5 years of experience delivering credible and timely analysis.

Job Posted by ApplicantPro",3.3,"Cayuga Medical Center
3.3","Ithaca, NY","Ithaca, NY",1001 to 5000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Practice Analyst Data,$59K-$105K (Glassdoor est.),"As a Practice Data Analyst in Physicians of University Hospital, you will support GE/IDX application and revenue cycle. This includes phone and hands on support, education and issue resolution, project work and the running of report queries.

Responsibilities Include:
Extracts patient clinical data from medical records or other sources containing patient clinical data.
Maintains and keeps current with new and existing GE/IDX systems modules, use and applications.
Creates and maintains training material and asssist training new hires and existing employees on current and new GE/IDX applications and features.
Writes supporting documentation and procedures for system changes, modifications and day to day operations.
Assist in the development and testing of test scenarios for new features, patches and hardware.
Troubleshoots with internal and external clients to resolver system, hardware or software errors.
Develops and maintains knowledge of department reporting software to create and run standard and ad hoc reports.
Ensure finance runs are accurate and run on pre-described schedules, to include claims, statements and Collection transfers.
High School Diploma or equivalent, required. Bachelors degree, preferred.
Minimum of two (2) years progressive billing experience including IDX experience, required.
Our Culture:

Transforming care, optimizing patient satisfaction and creating better patient outcomes are just some of the things our talented team members are doing at North Shore-LIJ each and every day. As a culture committed to providing our customers with the highest quality service, we stand behind our core values: Patients first; Caring; Excellence; Innovation; Integrity and Teamwork. It is our commitment and our culture that sets us apart from others and is the cornerstone of everything we do. Join an organization whose team members are valued, cared for and offered continuous opportunities to grow. Click on the link to learn more about us: www.northshorelij.com/goals

Please note: North Shore-LIJ is a smoke-free environment. Smoking and the use of tobacco products is strictly prohibited anywhere on campus, including parking lots and outdoor areas on the premises.Free smoking cessation programs and quit medications are offered to team members who wish to quit through the North Shore-LIJ Center for Tobacco Control.",4.0,"Northwell Health
4.0","Manhasset, NY","Lake Success, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Catholic Health System, NewYork-Presbyterian Hospital"
Data Analyst,$59K-$105K (Glassdoor est.),"About Tachyon Technologies:
Tachyon TechnologiesÂis a Digital Transformation consulting firm that partners with businesses to implement customer-focused business transformation. Aligned with SAP's digital core, Tachyon Technologies collaborates with its clients to transform their business by leveraging existing IT investments and leading-edge digital solutions to positively impact their customers' experience. From initiation through realization, Tachyon Technologies understands what it takes for a consulting partner to be effective and strives to deliver a meaningful solution that exceeds its clients' expectations.
Â
Role: Data Analyst
Location: NYC, NY
Duration: Longterm
Description
Â
Expertise on SQL (Snowflake or any other MPP databases such as Redshift) 2. Very good knowledge in data visualization tools such as Tableau and Looker( development and maintenance of LookerML).
3. Good experience on working with business stake holders such as Marking, Sales and Finance to understand the requirements and delivering the projects upon their sign-off
4. Working experience on Media subscriptions domain is highly preferred.
5. Basic understanding of Python programming will be added advantage(To work with Data Eng Team on roll-up Tables)
Â
Tachyon'sÂfull-time employees receive complete and competitive benefits. We offer a collaborative work environment, competitive compensation, generous work/life opportunities, and an outstanding benefits package that includes paid time off plus holidays. In addition, all colleagues are eligible for a number of rewards and recognition programs. Encouraging a healthy work/life balance and providing our colleagues great benefits are just part of what makesÂTachyonÂa great place to work.
Disclaimer:ÂThe above statements are not intended to be a complete statement of job content, rather act as a guide to the essential functions performed by the employee assigned to this classification. Management retains the discretion to add or change the duties of the position at any time.
Â
Â",4.4,"Tachyon Technologies
4.4","New York, NY","Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
Data Analyst,$59K-$105K (Glassdoor est.),"WITF is seeking to hire an innovative and motivated Data Analyst who will work as an integral part of a dynamic team in partnership with peers and senior staff. They will lead the development of our Business Intelligence environment, manage all activities related to financial and membership analytics, and design and develop interactive dashboards, reports, and automated workflows to bring data-driven insights to our organization.

The ideal candidate should have a Bachelor’s Degree in Management Information System, Data Science, Computer Science, Business, and/or Finance and at least 3 years of experience or an equivalent combination of education and experience. Experience with Salesforce, Microsoft Excel / Power Query, and visualization tools (Power BI, Tableau, Qlik, etc.) is desired.

As Central PA's public media station, WITF has provided trusted and educational news and information to our community for over 50 years. Along with competitive pay, WITF offers a flexible, family friendly work environment along with medical, dental, and vision insurance, company paid life and disability insurance, paid parental leave, and a generous 401(k) program that includes a company match all starting on your first day. WITF is an equal opportunity employer.",3.5,"WITF
3.5","Harrisburg, PA","Harrisburg, PA",51 to 200 employees,1963,Nonprofit Organization,Industrial Manufacturing,Manufacturing,$5 to $10 million (USD),-1
DATA ENTRY/ BILLING ANALYST,$59K-$105K (Glassdoor est.),"Cactus Holdings/Western Beef Supermarket is looking for a full time Data Entry/Billing Analyst with experience using keyboard and calculator and ability to type 40 wpm to work in their National Food Distributors division. Working knowledge in Excel is required. This is an entry level position with room to grow in a great company. Ability to work efficiently with accuracy and attention to detail is necessary.

Why Choose Western Beef Retail, Inc./Cactus Holdings, Inc.?

Western Beef Retail, Inc./Cactus Holdings, Inc. employs over 1,900 people and owns over 2 Million SQ SF in NYC Real Estate, with 23 Retail store locations and over 1,000 weekly wholesale customers. Our retail locations serve over 800K people weekly largely of Hispanic, Caribbean, West Indian and African American descent.

Western Beef Retail Inc./Cactus Holdings Inc. truly values its heritage. Our origins trace back to 1906 where we began as a series of small, local butcher shops. While the company has certainly grown since then, Western Beef Retail Inc./Cactus Holdings Inc. maintains its proud heritage and strives to remain an integral part of the communities and families of the communities that surround our business and help it grow.

Responsibilities:
Ability to work efficiently with attention to detail
A comfort level with change, the ability to adapt to work-week changes
Ability to work well with others
Working knowledge in Excel required
Daily pull orders from 20+ stores.
Ad HOC
Must work well with others
Must be a great with multi-tasking while retaining great attention to detail.",3.9,"Cactus Holdings
3.9","Queens Village, NY","Mumbai, India",1001 to 5000 employees,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
Data Analyst,$59K-$105K (Glassdoor est.),"job summary:
If you're a Data Analyst looking for an exciting opportunity located downtown San Diego, please apply here!

location: San Diego, California
education: High School",3.6,"Randstad US
3.6","San Diego, CA","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
